Sold Date,Name,Main Price,Shipping Cost,Listing Total,Listing Type
2024-09-24,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,140.0,8.0,148.0,2 bids
2024-09-23,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,139.95,5.95,145.9,2 bids
2024-09-23,2018 PANINI DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS PSA 10 F3996296-209,133.99,5.0,138.99,17 bids
2024-09-23,2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills - PSA 10 GEM MINT,150.0,4.0,154.0,or Best Offer
2024-09-23,JOSH ALLEN 2018 Panini Donruss RATED ROOKIE #304 SGC 10 GEM MINT,119.99,0.0,119.99,Buy It Now
2024-09-23,2018 Panini Donruss Football Josh Allen #304 Rated Rookie PSA 10 GEM MT Bills RC,142.7,4.99,147.69,or Best Offer
2024-09-23,2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills - PSA 10 GEM MINT,139.99,5.55,145.54,Buy It Now
2024-09-23,Josh Allen 2018 Panini Donruss Rookie Card #304 PSA 10 Gem Mint,159.95,0.0,159.95,21 bids
2024-09-23,2018 Donruss Josh Allen RC #304 PSA 10,145.0,4.15,149.15,Buy It Now
2024-09-23,2018 Donruss Josh Allen Rated Rookie #304 PSA Gem Mint 10,132.5,4.26,136.76,Buy It Now
2024-09-23,2018 Donruss JOSH ALLEN 304 Rookie Card Beckett Witnessed Authentic Autograph 10,499.0,6.97,505.97,or Best Offer
2024-09-23,2018 JOSH ALLEN PANINI DONRUSS RATED ROOKIE 304 BUFFALO BILLS RC PSA 10 GEM MINT,138.95,0.0,138.95,22 bids
2024-09-23,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),129.99,4.58,134.57,1 bid
2024-09-22,2018 Donruss NFL Josh Allen Rookie #304 PSA 10 Buffalo Bills RC,129.99,0.0,129.99,Buy It Now
2024-09-22,2018 Panini Donruss - Buffalo Bills- Rated Rookie #304 Josh Allen (RC) PSA 10!!!,129.1,5.85,134.95,1 bid
2024-09-21,2018 Panini Donruss Football - Josh Allen Rookie Card PSA 10 - #304 - Bills RC,156.14,6.38,162.52,8 bids
2024-09-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 10 Gem Mint,130.5,4.46,134.96,Best offer accepted
2024-09-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),134.0,1.0,135.0,23 bids
2024-09-21,2018 PANINI DONRUSS #304 JOSH ALLEN RC RATED ROOKIE PSA 10,132.5,5.0,137.5,Buy It Now
2024-09-21,2018 Donruss NFL Josh Allen Rookie #304 PSA 10 Buffalo Bills,130.0,0.0,130.0,31 bids
2024-09-21,2018 Panini Donruss Rated Rookie PSA 10 Gem Mint Buffalo Bills #304 Josh Allen,149.99,4.26,154.25,Buy It Now
2024-09-20,2018 DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS SGC 10,125.0,1.49,126.49,or Best Offer
2024-09-20,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10🔥🏈,113.5,4.37,117.87,or Best Offer
2024-09-20,2018 Panini Donruss Rated Rookie PSA 10 Gem Mint Buffalo Bills #304 Josh Allen,150.0,6.0,156.0,15 bids
2024-09-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),120.5,5.85,126.35,Best offer accepted
2024-09-19,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,145.0,4.98,149.98,19 bids
2024-09-19,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,131.0,4.99,135.99,9 bids
2024-09-19,2018 Panini Donruss #304 Josh Allen Buffalo Bills Rated Rookie PSA GEM MINT 10,139.0,4.58,143.58,33 bids
2024-09-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 10,133.0,5.03,138.03,1 bid
2024-09-18,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,122.5,5.0,127.5,34 bids
2024-09-18,2018 Panini Donruss Josh Allen Rated Rookie 304 Buffalo Bills RC PSA 10,139.95,0.0,139.95,13 bids
2024-09-17,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,125.0,5.0,130.0,Buy It Now
2024-03-24,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,169.99,4.5,174.49,20 bids
https://www.ebay.com/sch/i.html?_nkw=2018+Donruss+-optic+-elite+-clearly+Josh+Allen++-auto+304+-parallel+-studio+-series+-prime+-shield+-player's+-logo+-brand+-logo+-aqueous+-test+-stat+-line+-jersey+-number+-press+-proof+-press+-proof+-die-cut+-holo++-blue+-green+-red+-silver+-gold+-black&Grade=10&_sacat=0&type=s&_dcat=261328&LH_Complete=1&LH_Sold=1&_ipg=240
Year,Product,Player Name
2018,Donruss+-optic+-elite+-clearly,JoshAllen
